row_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,outcome,oracle_p,resp_f0,resp_f1,true_driver_set,split
1611,3.8306096,3.7070076,1.905814,-0.47433335,-2.0386055,-0.43082353,-1.644219,1.7068282,-1.809203,0.4160109,0.44487488,0.06483872,-1.6447877,-1.1853318,-1.2755858,1.4822897,-2.253917,-1.418366,-0.5874534,0.8741426,1,0.99988794,0.5,0.5,"f0,f1",train
1612,-0.026827939,0.30221334,2.320746,1.2450289,-0.11156361,0.3475355,-1.6896164,0.6443676,-0.012699965,-0.33396536,-1.6328415,-1.2034017,-0.30778345,-0.83249944,-0.8847923,-0.2497139,2.3172617,-0.4905547,-0.5771075,0.65565234,0,0.124807775,0.0,0.0,,train
1613,0.34785157,3.2853348,1.6191262,-2.0701623,-0.24578509,-3.072957,-0.8011648,-1.5549871,1.0571563,-1.3071855,-0.1669813,-0.8464423,1.351056,-0.7792076,-0.51847625,-0.3811361,0.21320051,0.8805082,-0.08624085,1.866681,1,0.9751171,0.0,1.0,f1,train
1614,2.6557446,1.8215479,0.42753696,-1.6469177,-0.2350071,0.27445117,-0.3227376,1.2354963,-0.42124495,1.0871816,-0.057196952,0.13748658,2.2270613,-0.13030718,0.07677965,1.1806873,-0.5791151,1.3667243,-1.9094658,0.3085077,1,0.9689301,0.5,0.5,"f0,f1",train
1615,3.6202123,2.4219842,2.0630572,0.06781452,-1.1631992,-0.53549933,1.661334,1.5276101,0.46072945,-0.07496262,0.66435784,-0.06351229,0.6856272,1.2220187,1.8401093,2.3805382,-1.1491425,-1.9374474,-1.3024582,-1.1101756,1,0.99806094,0.5,0.5,"f0,f1",train
1616,1.7553955,0.35694593,-2.6364162,0.47926036,-2.5710273,-0.51697534,-0.09627382,-0.90076715,-1.4714693,-0.26778245,0.9891764,-0.2894214,0.60306495,-0.7136102,1.81461,-0.024214478,1.5121115,-0.66124487,1.1564311,0.88316846,0,0.6595977,1.0,0.0,f0,train
1617,1.283709,-0.45310354,-1.8862334,1.4657658,-0.45865563,-1.395753,0.26977733,0.36175692,-0.1446016,-1.2543222,-0.5671858,-0.380561,-0.79000896,0.5796617,0.2960458,-0.14370455,-0.019012948,-0.5378362,0.12880394,-0.62641406,0,0.40546995,0.0,0.0,,train
1618,-1.3846831,-0.6932325,1.0879374,-1.3168626,-2.0955079,-0.63715684,-0.099979155,1.2721238,0.2734075,-0.009308077,-0.47492796,-0.6205035,-1.2501534,-0.80469996,-1.1651171,1.0871321,-0.20458043,1.4717201,-0.53209955,0.019844158,0,0.015365422,0.0,0.0,,train
1619,1.2145855,3.2553837,-0.2667691,0.05314296,0.060356975,-0.45033875,0.14601839,0.30467474,0.26821905,-1.9061024,-0.6633979,-0.27260694,-1.3596631,-0.3993072,-0.5858236,0.9671753,-1.479718,-1.2508515,1.0827619,-0.68313783,1,0.98146564,0.0,1.0,f1,train
1620,0.1567128,0.9191848,-0.509489,-0.5774774,0.50919056,0.87061876,-0.13154134,1.3829713,-1.7100459,0.8059299,0.35303485,-0.58106136,0.21259461,-2.4356132,-2.2076993,0.23208135,-0.8228245,-0.35091358,-0.0195087,0.122907385,0,0.2869404,0.0,0.0,,train
1621,1.8046403,2.1105516,1.3986435,-0.35419542,0.48894075,0.4506868,-0.30180153,-0.77681506,0.40346286,-0.038170356,-0.32470864,0.83081084,0.931716,-1.0622376,0.074396245,-1.6798123,-0.4805213,-1.6146935,-0.04494086,-1.553449,1,0.91978383,0.5,0.5,"f0,f1",train
1622,1.1487371,0.29163465,-1.1450192,-0.81100494,-0.9947175,-0.1197485,-0.5309176,-0.2071097,-0.17454648,-0.06448655,0.26960593,2.4213736,-0.33286598,0.41747215,-0.042038452,1.8770198,0.2541417,1.1221683,-0.89261234,-1.4669456,0,0.38602674,0.0,0.0,,train
1623,3.8641312,0.5313288,2.9405663,-0.4063039,-0.21585295,-0.3522824,0.66939884,-0.15594822,-0.80889,-1.2037286,-1.2532649,0.72139406,-1.7330259,-0.23696432,-1.1072079,-0.3717483,-0.22180597,0.1994701,-0.6330893,0.215339,1,0.9923394,1.0,0.0,f0,train
1624,1.6065338,0.24334657,2.6704261,0.6317766,-0.05668659,-0.2128812,-1.0527111,0.34367126,-1.5582722,0.7767493,0.13563329,0.9500977,0.4848756,-0.14544816,-1.1151174,-1.0769708,0.07195337,1.1102679,-0.31015185,0.03971409,0,0.5865553,1.0,0.0,f0,train
1625,2.4943118,3.7942116,-1.892165,-1.2075839,0.35776246,0.66243017,-1.4176631,-0.76313895,0.03162668,-1.7368627,0.41533855,0.5698635,0.72676116,0.28629035,-1.1639419,-0.6869311,-0.6473858,1.353608,0.016557878,-0.40535247,1,0.99878794,0.5,0.5,"f0,f1",train
1626,-0.2248189,1.465386,-1.9576942,2.0334587,0.96477604,0.2886627,0.40162432,-1.7851627,1.5886997,-0.8437555,0.7805076,-2.0396101,-0.6380694,-0.8772374,0.36945283,-1.576882,-0.071369775,-0.8059702,-0.059620485,0.3241753,1,0.49862218,0.0,0.0,,train
1627,-0.52035385,2.5261106,1.042404,0.9560083,0.5262057,0.047718987,-0.9898968,0.7414332,0.5512779,0.06595108,-0.35170284,-0.79938585,0.13469733,-0.119720705,1.4535927,-0.081281625,1.628086,-0.21129438,1.4254444,0.05138563,1,0.888139,0.0,1.0,f1,train
1628,-0.77163893,3.085032,-1.3592612,-0.42210114,-0.9856853,-0.6953334,0.18322933,-1.0560762,-0.6679983,0.5490344,-0.27681628,0.9571477,0.4652863,-0.69507235,-0.8908862,1.5719215,-0.12440554,0.13155115,-0.12920488,-0.12737127,1,0.9601164,0.0,1.0,f1,train
1629,0.5383463,-0.65616953,1.1753199,-0.7813397,-0.459323,-0.9870994,0.10830337,0.48154494,0.080177546,0.8657535,-0.49659014,0.20677209,-1.3234568,0.45116085,-0.9726224,-1.9254042,-0.557081,0.3041566,-0.054707333,0.28967538,0,0.139032,0.0,0.0,,train
1630,3.433,3.368922,1.5417042,-1.1592087,0.46375754,-0.30074847,1.476353,-0.30790684,-0.5867225,0.17416807,0.058796916,-1.571282,-0.217662,0.070008196,0.52367496,-0.07491813,-1.0576613,-0.6315392,-0.54458165,-0.85137814,1,0.99952304,0.5,0.5,"f0,f1",train
1631,-0.4625587,-0.43623683,-0.24535772,-0.1080336,1.094472,0.04095159,0.37452444,1.2223296,-0.039993126,-0.1756695,-0.41244686,1.8009986,-2.7468135,0.09873559,0.3756044,1.2669253,0.29322028,0.26759985,0.10035998,0.4650923,0,0.03934586,0.0,0.0,,train
1632,-1.3685745,-0.29855505,-1.3225533,-0.5093656,-0.2219023,0.60561466,0.851003,-0.07095214,0.5680466,-0.60505843,1.1358763,2.873874,-0.36736545,0.7207221,-0.6324077,2.0120249,-0.1029767,0.95823896,0.09134974,-0.30001658,0,0.02979976,0.0,0.0,,train
1633,-0.14768694,1.794561,1.72239,0.413867,2.898058,0.05253944,0.8686716,1.8414983,1.7607772,0.41083497,-0.0067277304,-0.68220615,1.277047,-0.056873072,0.37918192,-0.009146861,0.4607386,0.28839165,-1.3031577,-0.33733162,1,0.65591353,0.0,1.0,f1,train
1634,1.6837822,1.3912657,1.1719121,0.5248916,-0.072691984,0.5086653,-0.34272364,0.43400693,-1.7353066,0.30229214,-0.41653728,-0.7651732,-2.4394135,0.27983248,-0.97307223,0.63895875,0.67956424,0.71917415,-0.9704266,0.71728265,0,0.77327925,1.0,0.0,f0,train
1635,0.15080209,1.8191595,-0.9240195,0.46048066,-0.3758304,0.35113454,1.4212197,0.727611,-0.9393258,1.1742175,2.326028,-0.9801586,0.34340262,-0.051914774,-0.3260319,0.20125353,0.329975,-0.24460442,1.2666748,0.41588107,1,0.6761714,0.0,1.0,f1,train
1636,0.8244306,-0.6141148,1.5271772,-1.7622217,0.7691571,1.3043908,-1.9272662,-0.77585995,0.4042633,0.45449826,-0.32164314,1.4305464,0.15243803,-0.5076315,0.025397796,-0.7291672,0.47775933,-0.6823618,-0.28613687,0.895212,1,0.21709752,0.0,0.0,,train
1637,-1.1206821,-0.22706509,-1.5524253,-0.29860276,0.8565717,0.058038417,0.6543618,-0.39356896,1.209924,0.5996561,-1.3310632,0.46180284,0.23717721,-0.2923011,1.8807968,1.8486948,-0.58080107,-1.0235289,-1.6705912,-0.0806425,0,0.035749733,0.0,0.0,,train
1638,1.3749945,-0.27986085,2.8403413,0.28176346,-1.5288972,0.4073031,-0.24013144,0.8838228,1.5396386,1.0680934,-0.19782771,2.6530323,-1.1599076,-1.8955106,-1.0363008,0.8751374,-1.1757052,-0.837202,1.232839,-0.4576226,0,0.45337063,0.0,0.0,,train
1639,1.2050039,3.8707662,-0.12250164,0.80576825,-0.4007793,-1.4950316,0.05655922,-0.87048995,-0.780833,0.030511573,-0.65830356,-1.7816097,-0.040844988,2.4849684,0.11480192,-0.9182739,-1.3704818,0.0048695332,0.29990166,-1.1607702,1,0.994435,0.0,1.0,f1,train
1640,0.408788,-0.29866543,-3.2363765,0.6496373,-0.35817727,-0.61786985,-0.19956538,0.06468726,-0.576687,1.1212963,-1.3286728,0.6108713,2.025406,0.6075559,-0.89485544,-0.056014694,0.49233866,-2.0868604,-0.80620736,1.2973964,0,0.12530375,0.0,0.0,,train
1641,4.150981,-0.16124424,-1.1408108,-1.0446205,-0.8351773,-1.7362018,-0.8788081,1.5146164,-0.5932498,0.27484795,1.3906624,0.060707025,1.0361714,0.85866565,0.7321353,0.059001874,-0.05013229,-0.68739045,-0.67631066,0.4046205,1,0.9952155,1.0,0.0,f0,train
1642,3.5256732,-0.3986853,-1.8662934,-0.37409616,0.046515174,1.4811327,-1.614241,1.4364684,-0.68503517,-0.42603162,1.0915749,0.0474818,-1.238303,0.17546737,-0.3934805,-0.22034301,1.153109,-0.6922647,0.8362673,-0.6245153,1,0.98327374,1.0,0.0,f0,train
1643,1.3035399,3.540636,1.6028074,-0.2328355,0.1209358,0.64333874,0.11645986,-1.2775724,-0.6757083,-0.31864822,-0.09475564,1.0004016,-1.3745451,-0.00835747,-1.6391587,-0.119254194,1.3811097,-2.2601929,1.2459993,0.64553714,1,0.9900867,0.0,1.0,f1,train
1644,-0.17826454,2.9058774,-0.17066161,0.46840405,0.7403664,-0.43409556,-1.1927594,-0.41927746,-1.8375382,1.4481838,0.098109104,-1.3120832,0.8103059,1.6973183,-2.0154035,-1.1744596,0.16064037,-0.72024226,-0.33690503,-0.68274003,1,0.9452172,0.0,1.0,f1,train
1645,3.1804142,0.38378432,1.2298669,-0.16554447,0.6602935,0.84413964,0.15315942,1.1828814,-0.2702903,-0.30707115,0.24695197,0.9941338,0.117224105,0.1340698,0.9455395,-0.42918512,0.4952303,-0.1879771,-0.92398494,1.4192352,1,0.96970713,1.0,0.0,f0,train
1646,1.248672,-0.6313074,-0.102249086,-0.6546211,-0.010032671,1.705342,0.41576335,0.13387442,0.3361777,0.9290084,1.5645319,-1.1597972,0.35936627,-0.16134669,2.5654767,-0.22502857,-0.63427883,0.64717865,0.3319866,-0.47998846,0,0.38557112,0.0,0.0,,train
1647,-0.98781604,4.358493,-0.2960177,0.6679261,-0.7818218,-2.4940646,-0.9204021,0.8477055,-0.51785326,-0.68469757,-1.7567197,0.97161084,1.0363116,-0.2416359,-0.5446398,0.23241471,-1.4465039,0.56499815,-1.801856,-1.5945138,1,0.9967437,0.0,1.0,f1,train
1648,3.1551344,0.7479732,-0.69513315,-0.19545934,-1.4351295,-1.8322934,-0.3945101,0.4686959,0.7788247,0.16983011,-1.3890996,-0.3363071,0.29808956,0.8522304,1.4390304,-1.3653091,0.6721027,-2.0811336,0.30000514,-0.5519302,1,0.97118324,1.0,0.0,f0,train
1649,2.848094,0.7190797,-1.3941938,0.10530947,1.3337089,-0.32395273,0.38737687,-0.4172394,0.6934263,-0.2387814,-0.72820246,2.7038429,0.10187657,-1.2334892,-1.1679233,0.6928892,-1.8522406,0.47816318,0.13352214,-0.0997029,0,0.94775885,1.0,0.0,f0,train
1650,1.7178987,1.3734003,-2.1346543,0.28782964,-1.2102807,0.030679708,-0.9977828,-1.1730683,0.87295556,0.22074984,0.48350796,-0.9976778,0.62884057,0.48590285,-0.36108574,0.009104577,0.53917944,0.27499515,-0.0004716291,1.1333814,1,0.7789,1.0,0.0,f0,train
1651,1.2954826,1.0136408,0.6684748,-1.348224,2.4675112,-2.0974445,-1.2284598,1.3109266,-0.34611222,1.664527,-1.3135585,0.3581003,0.53632796,0.08036519,-0.7709065,0.26929298,0.109009005,-1.8432286,-1.6675913,0.3160821,0,0.5639819,0.0,0.0,,train
1652,1.9178439,2.2551415,-0.18161002,0.15034312,0.3505618,1.7482638,-0.72966105,-0.6078842,-2.6709487,-1.0721188,-0.21118374,1.56099,0.48302275,-0.07380071,0.68193316,-1.1855731,-1.2463921,-0.6331203,0.45144245,1.4951867,1,0.9452889,0.5,0.5,"f0,f1",train
1653,0.1713424,2.1576316,0.015903514,-0.5013082,-1.2165577,0.096845455,-0.30937055,-0.141518,-1.6906338,0.39122918,-0.3863645,0.9131708,-1.5946426,0.4681851,-0.60033077,-0.5848928,-0.5803334,0.42831427,0.5305655,2.1359103,1,0.80226123,0.0,1.0,f1,train
1654,-1.2315481,0.52605474,2.3387434,2.5675683,-0.74153954,0.25515267,1.5110555,-1.1518862,2.406954,0.65310895,0.4943848,1.2689692,0.6903088,-0.04456691,0.9607821,-0.23399287,0.041539468,-1.7211663,0.43388233,-1.355642,0,0.12847918,0.0,0.0,,train
1655,2.5756073,2.936269,-0.85202503,1.4993871,0.5932164,-1.1656743,2.3139763,-2.4521344,-1.3759394,0.41294608,-0.5485027,-1.3292965,0.7963328,0.52088875,0.13545306,1.460421,-0.6638065,-0.83467394,-0.04429442,0.029892432,1,0.9944214,0.5,0.5,"f0,f1",train
1656,2.3195853,1.7293499,-1.7923238,0.51089144,0.83720684,-0.30889663,0.13183627,-0.15456475,-2.4292104,1.4290183,-1.0265435,0.78523916,-0.76341534,-1.5089785,-0.8455701,0.9907066,0.8483701,0.22701517,0.6766334,-0.4434556,1,0.9370345,0.5,0.5,"f0,f1",train
1657,2.217612,4.1998844,-1.9543601,-0.66056037,-0.798248,0.20983195,0.40104285,0.71417886,-0.4434798,1.3276914,-0.9683298,0.16299203,1.4243345,-0.07910923,1.4142314,0.41099286,1.4139471,1.9315305,0.22789745,0.33011937,1,0.9991352,0.5,0.5,"f0,f1",train
1658,3.9002802,3.1356375,2.0266037,1.0035976,-0.35683757,0.24311726,-1.7845031,0.43953127,2.3099685,-2.0217733,-0.9964441,-1.6655719,-1.118026,-0.83510256,-1.0365201,0.50853854,-0.6256243,0.4159016,-0.3026371,0.958644,1,0.9997017,0.5,0.5,"f0,f1",train
1659,0.7639952,-1.3177642,-1.3257722,-0.63071674,0.409419,-0.4828017,0.1258341,1.0170155,0.1609549,-0.24876499,2.0723815,0.068048134,-0.20777486,0.5251448,-1.0152059,-0.73656994,-0.91491777,0.7433363,-1.3919032,-0.021261556,1,0.18952972,0.0,0.0,,train
1660,1.0243514,2.3024685,-2.1291392,1.0779966,0.22834124,-0.94690037,0.04508197,1.6988435,0.89614105,1.7104162,0.16987208,0.5388946,0.3986326,1.1250327,-0.019043973,0.74737924,-1.3282466,0.36142278,0.3742948,1.5479678,1,0.8793191,0.0,1.0,f1,train
1661,1.6511703,0.15653144,1.1965809,0.7230083,1.8522125,-1.0358495,1.871943,-0.46866617,1.4554789,0.14086968,-0.1521162,0.47593457,0.32643053,-0.29690772,-2.2419965,-2.3365262,-1.7341708,0.59816504,0.36566237,-0.9328882,0,0.6021068,1.0,0.0,f0,train
1662,0.48982152,1.3803242,-1.1761993,-0.112769365,1.2934562,0.21420418,0.21983375,-2.0219116,1.3065735,1.3442088,0.3844344,0.9819118,-0.39623392,-0.44091722,-0.29514,-0.57282335,0.10344138,-0.51887566,3.7820933,0.74183035,1,0.50595987,0.0,0.0,,train
1663,-0.027954584,0.9892669,0.2574421,0.17127192,-1.093105,0.71983165,-1.551518,1.1019996,-0.57687384,-0.6632563,-1.1037548,0.40027723,-0.3319102,-0.7452192,-1.5557213,1.2798936,0.22347222,1.1730872,0.062371258,0.15779112,0,0.29780138,0.0,0.0,,train
1664,0.99421155,3.2118611,1.8266733,0.71440053,0.9510205,-0.012532657,0.15997082,0.2980111,1.0581155,2.1376932,-0.44716543,-0.3576321,-1.7193304,0.8545515,-2.342908,1.1580753,0.90202,-0.5726335,-0.2238704,0.24127935,1,0.9768545,0.0,1.0,f1,train
1665,-0.19357063,-1.0861058,-1.6320547,-0.17851846,0.17031218,0.38150683,1.4663434,-0.73207855,-1.3658948,-0.7545509,-0.43408865,0.83371854,-2.1886203,-1.1205385,1.0883517,0.345409,-0.13945897,2.3218043,0.23219432,0.08589251,0,0.038155377,0.0,0.0,,train
1666,4.4586706,3.0781438,0.9634527,1.2425268,-0.052322093,-0.25826472,-0.443362,0.03316384,0.7907806,0.35430828,0.12362322,1.6526437,-0.09152901,-1.3727138,1.7081932,2.5038476,-0.41041765,1.8907006,-1.0130888,0.2986504,1,0.9998903,0.5,0.5,"f0,f1",train
1667,2.6778557,0.4644616,0.16916475,0.018542835,-1.5856887,-0.44032133,1.0456009,0.03801843,-0.20713386,0.13296722,-0.26682684,1.3957185,-0.026415763,0.49731955,-1.0839466,-0.6724025,0.28132677,-0.5807974,1.9406356,-0.93795234,0,0.9230826,1.0,0.0,f0,train
1668,-0.5310381,1.1634847,2.4547684,-0.643827,-0.9705145,-0.55302685,0.5381009,0.50311846,-2.1906266,0.91223437,1.4527588,-0.10816982,-2.2506266,-0.42462143,-0.26839665,0.6939384,-1.3495181,-0.08675895,0.55685437,0.46181843,0,0.34902394,0.0,0.0,,train
1669,4.1257863,-0.14425139,1.826886,0.14968604,1.6515895,-0.65898556,0.1607795,-0.8408806,0.051855754,-0.6537219,-0.08059523,0.5691963,-0.58290017,-0.33786854,0.7209349,-0.4930308,0.7677474,1.5070808,0.63297194,0.20094915,1,0.9949755,1.0,0.0,f0,train
1670,1.9901887,4.4130297,-1.8680223,0.9670067,1.6019292,0.19397251,0.16170101,0.2379581,-1.157336,-1.8302273,0.20444767,1.3175045,0.13227272,-0.1777893,-0.20851558,1.0952295,0.7792826,0.43909565,-0.7714504,0.45803466,1,0.99919766,0.5,0.5,"f0,f1",train
1671,0.74463814,2.270758,-0.70809036,2.1493552,-0.31086284,-0.67712194,-2.2942045,0.90286463,-0.7075758,-1.8677047,0.40819144,-0.012655389,-1.0747142,-0.1312055,-0.80526906,0.69850034,-0.4965952,1.0369979,0.736728,1.1787182,1,0.8555683,0.0,1.0,f1,train
1672,1.4891529,3.3448958,2.6155145,-0.3224618,-0.21506786,0.91184056,0.49116534,-0.120597616,-1.4574816,-0.014789358,1.7782642,1.7442712,-0.85559356,-0.21639019,-0.568214,0.027513139,-0.22111274,1.6584679,1.0205336,0.95860595,1,0.9876836,0.0,1.0,f1,train
1673,3.8296378,1.9471359,-0.9168138,-0.04299099,1.1721612,-0.49149728,0.12571943,1.4574429,-1.0457981,0.8653055,-0.034024853,-0.15971196,-0.15725994,0.10371642,-0.81846607,0.7024008,-0.40701276,-0.8589602,-0.78765756,-0.063559234,1,0.99727637,0.5,0.5,"f0,f1",train
1674,1.5500588,4.365148,-0.39181554,0.08244253,-0.46737888,-2.0157793,0.079011835,1.0219862,1.1647543,-1.2619736,0.8795381,-0.56295604,-1.0041705,0.12856792,-1.097051,-0.18380469,-0.4025709,-1.477787,-0.52765274,-1.8823296,1,0.99846315,0.5,0.5,"f0,f1",train
1675,2.9286156,0.14234832,-2.5569668,0.45945257,-1.4656727,-0.83010185,-0.3783872,0.6162806,2.1507123,0.26653603,-0.7413564,1.8556751,-0.29731932,-0.38619438,0.5480311,-0.27338368,0.028885473,0.5664589,-0.1993442,-0.42650852,1,0.9490626,1.0,0.0,f0,train
1676,2.321671,-1.2397939,0.39363614,-1.7301686,0.025668332,0.58486146,0.12386035,-0.9908236,1.1405821,1.3810153,-0.9804752,-0.8930073,0.13246316,-0.65601707,0.016990699,-2.4205575,-1.5267745,-1.6982149,1.1895018,0.23577498,1,0.83866215,1.0,0.0,f0,train
1677,0.6958097,-1.242867,3.9622636,1.2370497,1.9776975,-2.1643093,2.1953864,-1.9502227,0.2823267,-0.6171932,-0.36159533,-0.27008754,0.8838936,2.432395,0.28648642,-1.0576122,0.8474182,-0.8954239,0.34830874,0.030029329,0,0.17025328,0.0,0.0,,train
1678,1.0500721,2.861498,1.5999997,-3.183961,-0.07419213,-0.45559332,0.5668186,-2.6408222,-0.91301185,-1.6962035,0.6853552,1.349013,0.4739392,0.2414246,-2.1472998,-0.80505097,0.2560068,-0.26358443,0.45509118,1.0176313,1,0.95618606,0.0,1.0,f1,train
1679,0.8118892,4.492913,1.8436406,0.5136115,0.49899104,1.2182132,0.9642421,0.294561,-1.2014749,-1.0138217,0.34027582,0.3653695,1.0029484,-0.0060193627,-0.9727026,-1.0781294,-0.25255948,2.504516,1.3108302,-0.47844198,1,0.9979978,0.0,1.0,f1,train
1680,1.6969618,0.78999,-0.8716098,1.450585,-1.3601431,0.83446455,0.35843724,1.346621,-1.2131417,0.4653786,-1.3456036,-0.8191061,0.90733576,0.50451523,0.99323463,-0.078833066,-0.102402516,-0.96976256,0.37666342,0.9862714,1,0.6756301,1.0,0.0,f0,train
1681,2.43313,0.9718783,0.118796736,-0.3147763,-0.79230434,-0.892181,1.4537982,0.32413766,-1.611371,-0.46680596,-1.1302763,-1.0675529,0.057747133,-0.9699413,-1.0456578,-1.9385328,3.3531594,-0.31680527,-3.266893,0.6454475,1,0.9005943,1.0,0.0,f0,train
1682,3.8921928,0.85304797,2.1498902,-0.22761065,0.55216503,0.2317403,1.3477756,-0.72375435,0.8043606,1.7023567,-0.7612166,0.7026817,-1.0684412,-0.30188048,-1.2699053,-0.9904059,0.9482506,0.019876018,-0.039049387,-1.0704738,1,0.993494,1.0,0.0,f0,train
1683,4.12084,1.8808162,-0.004775312,-0.24325271,-1.1593695,0.042579733,0.17556839,1.3367656,-0.3518239,-0.1275247,0.14170279,-2.465684,-0.96219355,0.8223008,-1.8029736,-0.09803819,-0.8147041,0.3057486,1.5540082,1.3017489,1,0.9983247,0.5,0.5,"f0,f1",train
1684,0.32541475,-0.49444064,1.4060885,0.14358893,-0.7084309,-0.43485934,-0.3106265,-0.74398935,-0.84023327,1.0345608,1.6798433,0.082736745,0.36454675,0.1553206,1.9901417,-1.5412017,1.3012216,-0.60594344,1.360458,-1.6559272,0,0.103731036,0.0,0.0,,train
1685,-1.1697181,3.0107937,-0.2334674,-0.70769626,-0.5620289,1.9881915,0.12059593,-0.42631498,-1.2782131,0.99491316,-1.7653911,-1.0582222,-0.14641488,-0.123856425,1.1141193,-0.7110646,1.4182491,-0.7486184,-0.8977381,-1.5095327,1,0.9537618,0.0,1.0,f1,train
1686,1.6987708,0.84407324,1.7979043,0.39265168,1.4419353,2.585648,0.70938504,-0.4380725,0.9772036,-1.242549,1.5582197,-0.553314,1.0429724,1.1433784,-1.1002581,-0.070544645,-0.81064945,0.23539753,0.6799162,-1.0069531,0,0.6833713,1.0,0.0,f0,train
1687,3.8610442,3.2081106,-0.04968115,0.7135412,1.3847165,-1.715694,1.240867,-1.2455683,-0.7762993,0.94918966,1.7530739,0.7269047,-1.6565783,0.31934455,1.3348639,0.8699147,-0.5372527,0.83614504,1.438494,1.2502658,1,0.9997197,0.5,0.5,"f0,f1",train
1688,3.3858278,3.84144,0.05661044,1.620216,-0.10055736,0.25857243,1.2914945,-0.72883517,0.45408738,0.90144587,-2.0238218,-1.336097,-0.57441384,0.1893138,0.9275649,0.3045985,-1.6951795,-1.8636669,-0.45478603,1.4089565,1,0.99979377,0.5,0.5,"f0,f1",train
1689,4.074837,1.428223,0.6850271,-1.0030473,0.22720222,0.051327743,1.0872428,0.25234854,-0.1821475,-0.89351225,0.7435218,1.7589853,2.2016442,3.0993626,1.2666057,-1.0464305,0.33951697,-1.7995213,1.7204688,0.9537608,1,0.99690944,1.0,0.0,f0,train
1690,-1.3561125,-1.2840316,0.22339502,2.1980078,-0.59891623,-0.010845726,1.7839638,1.572553,-1.4415001,-0.6927952,-2.4675364,1.4778975,0.08321271,0.20807716,-0.60875744,0.25396308,-0.88694763,-0.0141097475,0.95340395,0.575667,0,0.0070852637,0.0,0.0,,train
1691,-0.3024004,1.3700597,0.62426955,0.9829817,0.35126486,1.0777502,-0.38638917,0.14171375,-0.14293045,0.916308,-0.75069135,0.1575517,-1.1116287,0.57543886,-0.01822332,0.29554918,-1.5822117,0.46820876,-0.5158711,0.734796,1,0.45033985,0.0,0.0,,train
1692,3.1902056,-1.2755413,-3.692324,-0.36312455,0.81166005,0.89126784,-0.05178699,-1.2819144,0.4852219,0.7811095,-1.9417608,-0.62463874,0.4740692,-0.23232408,-1.5722702,-1.8991613,-1.9442886,-2.3076487,0.21929288,-0.28353631,1,0.96721405,1.0,0.0,f0,train
1693,1.8999703,2.283778,-0.5557399,-0.18942602,-1.5189868,-0.52613944,0.17125298,-1.3059014,-1.2817144,-0.3042328,1.4104397,0.9639495,1.0997245,-0.0072737806,-1.3356491,0.8721113,1.2081412,1.1183089,0.52137125,0.30263564,0,0.9464982,0.5,0.5,"f0,f1",train
1694,1.3833904,2.2858956,2.410617,2.136714,-0.2002251,-0.27198726,0.4021821,-0.09456784,-0.20594189,0.030576898,0.029724974,1.2303389,0.33744234,-0.9047048,-0.65379715,-0.38470656,1.5250248,1.4401249,0.2925144,-0.47993374,1,0.9040384,0.0,1.0,f1,train
1695,-1.3991674,4.2064734,2.1157067,1.2034782,1.83359,0.998668,-0.3820033,-0.44004688,2.0821917,-0.0246017,0.6493716,-0.3087419,0.6132817,-1.6071898,-0.49224493,1.1332012,0.14045024,-1.6985247,0.8250749,0.28447595,1,0.9955748,0.0,1.0,f1,train
1696,0.9157308,1.468788,-0.1623765,-1.0606256,-0.03520686,-1.7975554,1.3080465,0.14064693,0.79465157,-0.39438024,-1.3448458,0.5079944,-0.60656935,1.7683326,-0.7909385,-0.60260683,0.06427563,0.70863813,0.3204049,-0.12023725,1,0.606658,0.0,0.0,,train
1697,-0.6529341,3.6554742,1.7262679,0.12073959,-0.74216926,0.9230294,0.09304531,1.3914945,0.89236164,-0.8099747,-1.9693551,0.8718932,0.3631977,-0.15972017,-0.17232925,1.7308459,0.3695739,0.3617943,0.55254614,-0.747524,1,0.9869332,0.0,1.0,f1,train
1698,4.4946113,-0.6495104,-1.1650004,-1.2492633,-1.562244,1.4395509,-0.16651009,0.4151617,-1.232955,-0.28973204,0.6495426,-0.6505951,0.063885845,-0.61953783,-1.2328806,0.5874832,0.2873224,0.10809496,0.5266359,-1.6345146,1,0.9975341,1.0,0.0,f0,train
1699,3.9833846,1.6308638,3.787615,0.8728853,0.8214702,-0.1622725,1.1273837,0.40270954,2.154684,-1.9439375,-0.643022,-0.3072452,0.36375272,0.532631,-1.1160942,0.08579059,0.07636357,-0.265352,0.20273979,0.31602645,1,0.99699134,0.5,0.5,"f0,f1",train
1700,3.26883,1.1045573,0.86696863,-0.25242153,1.3357512,0.15398571,0.3754728,0.912033,0.38545445,2.9121091,0.0074645854,-0.17140073,0.9395457,0.00048134598,-0.101232916,0.912994,-0.33879915,1.0595529,-0.7297905,0.0827806,1,0.98055685,1.0,0.0,f0,train
1701,-1.3903673,1.5592246,1.4815047,0.93358517,-1.895866,-0.47422403,0.2758989,2.0025382,2.1221652,-0.91227424,0.4308482,-0.3473014,0.76871353,-0.88468647,-0.78566074,1.4993473,-1.058897,-0.11828079,1.3905929,-2.6031787,1,0.5310252,0.0,1.0,f1,train
